site_code,ts_hour,volume
TANG-BODE-001,2025-11-04 06:00:00,5660
TANG-BODE-001,2025-11-04 07:00:00,9745
TANG-BODE-001,2025-11-04 08:00:00,10531
TANG-BODE-001,2025-11-04 09:00:00,8108
TANG-BODE-001,2025-11-04 10:00:00,7434
TANG-BODE-001,2025-11-04 11:00:00,5946
TANG-BODE-001,2025-11-04 12:00:00,5252
TANG-BODE-001,2025-11-04 13:00:00,5085
TANG-BODE-001,2025-11-04 14:00:00,5845
TANG-BODE-001,2025-11-04 15:00:00,7079
TANG-BODE-001,2025-11-04 16:00:00,7548
TANG-BODE-001,2025-11-04 17:00:00,10457
TANG-BODE-001,2025-11-04 18:00:00,9411
TANG-BODE-001,2025-11-04 19:00:00,8040
TANG-BODE-001,2025-11-04 20:00:00,6323
TANG-BODE-001,2025-11-04 21:00:00,4926
TANG-BODE-001,2025-11-04 22:00:00,2577
TANG-BODE-001,2025-11-04 23:00:00,1182
TANG-BODE-001,2025-11-05 00:00:00,858
TANG-BODE-001,2025-11-05 01:00:00,736
TANG-BODE-001,2025-11-05 02:00:00,757
TANG-BODE-001,2025-11-05 03:00:00,905
TANG-BODE-001,2025-11-05 04:00:00,1255
TANG-BODE-001,2025-11-05 05:00:00,1500
TANG-BODE-001,2025-11-05 06:00:00,5293
TANG-BODE-001,2025-11-05 07:00:00,11162
TANG-BODE-001,2025-11-05 08:00:00,11287
TANG-BODE-001,2025-11-05 09:00:00,8776
TANG-BODE-001,2025-11-05 10:00:00,7331
TANG-BODE-001,2025-11-05 11:00:00,5716
TANG-BODE-001,2025-11-05 12:00:00,5468
TANG-BODE-001,2025-11-05 13:00:00,5472
TANG-BODE-001,2025-11-05 14:00:00,6399
TANG-BODE-001,2025-11-05 15:00:00,6420
TANG-BODE-001,2025-11-05 16:00:00,7883
TANG-BODE-001,2025-11-05 17:00:00,9098
TANG-BODE-001,2025-11-05 18:00:00,9603
TANG-BODE-001,2025-11-05 19:00:00,7682
TANG-BODE-001,2025-11-05 20:00:00,5778
TANG-BODE-001,2025-11-05 21:00:00,4523
TANG-BODE-001,2025-11-05 22:00:00,2374
TANG-BODE-001,2025-11-05 23:00:00,1068
TANG-BODE-001,2025-11-06 00:00:00,789
TANG-BODE-001,2025-11-06 01:00:00,813
TANG-BODE-001,2025-11-06 02:00:00,665
TANG-BODE-001,2025-11-06 03:00:00,808
TANG-BODE-001,2025-11-06 04:00:00,1440
TANG-BODE-001,2025-11-06 05:00:00,1693
TANG-BODE-001,2025-11-06 06:00:00,4691
TANG-BODE-001,2025-11-06 07:00:00,9164
TANG-BODE-001,2025-11-06 08:00:00,10004
TANG-BODE-001,2025-11-06 09:00:00,9865
TANG-BODE-001,2025-11-06 10:00:00,6781
TANG-BODE-001,2025-11-06 11:00:00,5966
TANG-BODE-001,2025-11-06 12:00:00,5734
TANG-BODE-001,2025-11-06 13:00:00,5325
TANG-BODE-001,2025-11-06 14:00:00,5636
TANG-BODE-001,2025-11-06 15:00:00,6435
TANG-BODE-001,2025-11-06 16:00:00,7275
TANG-BODE-001,2025-11-06 17:00:00,9947
TANG-BODE-001,2025-11-06 18:00:00,9221
TANG-BODE-001,2025-11-06 19:00:00,8039
TANG-BODE-001,2025-11-06 20:00:00,5574
TANG-BODE-001,2025-11-06 21:00:00,4744
TANG-BODE-001,2025-11-06 22:00:00,2447
TANG-BODE-001,2025-11-06 23:00:00,1164
TANG-BODE-001,2025-11-07 00:00:00,896
TANG-BODE-001,2025-11-07 01:00:00,733
TANG-BODE-001,2025-11-07 02:00:00,731
TANG-BODE-001,2025-11-07 03:00:00,839
TANG-BODE-001,2025-11-07 04:00:00,1341
TANG-BODE-001,2025-11-07 05:00:00,1454
TANG-BODE-001,2025-11-07 06:00:00,5760
TANG-BODE-001,2025-11-07 07:00:00,10400
TANG-BODE-001,2025-11-07 08:00:00,10172
TANG-BODE-001,2025-11-07 09:00:00,8650
TANG-BODE-001,2025-11-07 10:00:00,6822
TANG-BODE-001,2025-11-07 11:00:00,6579
TANG-BODE-001,2025-11-07 12:00:00,5643
TANG-BODE-001,2025-11-07 13:00:00,5415
TANG-BODE-001,2025-11-07 14:00:00,5236
TANG-BODE-001,2025-11-07 15:00:00,6945
TANG-BODE-001,2025-11-07 16:00:00,8260
TANG-BODE-001,2025-11-07 17:00:00,9552
TANG-BODE-001,2025-11-07 18:00:00,9234
TANG-BODE-001,2025-11-07 19:00:00,8168
TANG-BODE-001,2025-11-07 20:00:00,5866
TANG-BODE-001,2025-11-07 21:00:00,4597
TANG-BODE-001,2025-11-07 22:00:00,2325
TANG-BODE-001,2025-11-07 23:00:00,1152
TANG-BODE-001,2025-11-08 00:00:00,794
TANG-BODE-001,2025-11-08 01:00:00,713
TANG-BODE-001,2025-11-08 02:00:00,554
TANG-BODE-001,2025-11-08 03:00:00,775
TANG-BODE-001,2025-11-08 04:00:00,1192
TANG-BODE-001,2025-11-08 05:00:00,1334
TANG-BODE-001,2025-11-08 06:00:00,4485
TANG-BODE-001,2025-11-08 07:00:00,7622
TANG-BODE-001,2025-11-08 08:00:00,9088
TANG-BODE-001,2025-11-08 09:00:00,8969
TANG-BODE-001,2025-11-08 10:00:00,5950
TANG-BODE-001,2025-11-08 11:00:00,5790
TANG-BODE-001,2025-11-08 12:00:00,4883
TANG-BODE-001,2025-11-08 13:00:00,4701
TANG-BODE-001,2025-11-08 14:00:00,4912
TANG-BODE-001,2025-11-08 15:00:00,5780
TANG-BODE-001,2025-11-08 16:00:00,7771
TANG-BODE-001,2025-11-08 17:00:00,9496
TANG-BODE-001,2025-11-08 18:00:00,9405
TANG-BODE-001,2025-11-08 19:00:00,7718
TANG-BODE-001,2025-11-08 20:00:00,5381
TANG-BODE-001,2025-11-08 21:00:00,4633
TANG-BODE-001,2025-11-08 22:00:00,2152
TANG-BODE-001,2025-11-08 23:00:00,1101
TANG-BODE-001,2025-11-09 00:00:00,770
TANG-BODE-001,2025-11-09 01:00:00,656
TANG-BODE-001,2025-11-09 02:00:00,626
TANG-BODE-001,2025-11-09 03:00:00,831
TANG-BODE-001,2025-11-09 04:00:00,1093
TANG-BODE-001,2025-11-09 05:00:00,1369
TANG-BODE-001,2025-11-09 06:00:00,4524
TANG-BODE-001,2025-11-09 07:00:00,9095
TANG-BODE-001,2025-11-09 08:00:00,9291
TANG-BODE-001,2025-11-09 09:00:00,8991
TANG-BODE-001,2025-11-09 10:00:00,6824
TANG-BODE-001,2025-11-09 11:00:00,4973
TANG-BODE-001,2025-11-09 12:00:00,4948
TANG-BODE-001,2025-11-09 13:00:00,4376
TANG-BODE-001,2025-11-09 14:00:00,5067
TANG-BODE-001,2025-11-09 15:00:00,6417
TANG-BODE-001,2025-11-09 16:00:00,7466
TANG-BODE-001,2025-11-09 17:00:00,8768
TANG-BODE-001,2025-11-09 18:00:00,7981
TANG-BODE-001,2025-11-09 19:00:00,7205
TANG-BODE-001,2025-11-09 20:00:00,4848
TANG-BODE-001,2025-11-09 21:00:00,4015
TANG-BODE-001,2025-11-09 22:00:00,2131
TANG-BODE-001,2025-11-09 23:00:00,1118
TANG-BODE-001,2025-11-10 00:00:00,930
TANG-BODE-001,2025-11-10 01:00:00,645
TANG-BODE-001,2025-11-10 02:00:00,761
TANG-BODE-001,2025-11-10 03:00:00,901
TANG-BODE-001,2025-11-10 04:00:00,1379
TANG-BODE-001,2025-11-10 05:00:00,1640
TANG-BODE-001,2025-11-10 06:00:00,4584
TANG-BODE-001,2025-11-10 07:00:00,9372
TANG-BODE-001,2025-11-10 08:00:00,10526
TANG-BODE-001,2025-11-10 09:00:00,8389
TANG-BODE-001,2025-11-10 10:00:00,8136
TANG-BODE-001,2025-11-10 11:00:00,6417
TANG-BODE-001,2025-11-10 12:00:00,5969
TANG-BODE-001,2025-11-10 13:00:00,5197
TANG-BODE-001,2025-11-10 14:00:00,6271
TANG-BODE-001,2025-11-10 15:00:00,7158
TANG-BODE-001,2025-11-10 16:00:00,8337
TANG-BODE-001,2025-11-10 17:00:00,10611
TANG-BODE-001,2025-11-10 18:00:00,9874
TANG-BODE-001,2025-11-10 19:00:00,7796
TANG-BODE-001,2025-11-10 20:00:00,5927
TANG-BODE-001,2025-11-10 21:00:00,4740
TANG-BODE-001,2025-11-10 22:00:00,2447
TANG-BODE-001,2025-11-10 23:00:00,1268
TANG-BODE-001,2025-11-11 00:00:00,837
TANG-BODE-001,2025-11-11 01:00:00,739
TANG-BODE-001,2025-11-11 02:00:00,811
TANG-BODE-001,2025-11-11 03:00:00,853
TANG-BODE-001,2025-11-11 04:00:00,1274
TANG-BODE-001,2025-11-11 05:00:00,1507
TANG-BODE-001,2025-11-11 06:00:00,5475
TANG-BODE-001,2025-11-11 07:00:00,9685
TANG-BODE-001,2025-11-11 08:00:00,10932
TANG-BODE-001,2025-11-11 09:00:00,9706
TANG-BODE-001,2025-11-11 10:00:00,7821
TANG-BODE-001,2025-11-11 11:00:00,6462
TANG-BODE-001,2025-11-11 12:00:00,6448
TANG-BODE-001,2025-11-11 13:00:00,5294
TANG-BODE-001,2025-11-11 14:00:00,5240
TANG-BODE-001,2025-11-11 15:00:00,7345
TANG-BODE-001,2025-11-11 16:00:00,7964
TANG-BODE-001,2025-11-11 17:00:00,10490
TANG-BODE-001,2025-11-11 18:00:00,10439
TANG-BODE-001,2025-11-11 19:00:00,7402
TANG-BODE-001,2025-11-11 20:00:00,5509
TANG-BODE-001,2025-11-11 21:00:00,4307
TANG-BODE-001,2025-11-11 22:00:00,2269
TANG-BODE-001,2025-11-11 23:00:00,1223
TANG-BODE-001,2025-11-12 00:00:00,891
TANG-BODE-001,2025-11-12 01:00:00,732
TANG-BODE-001,2025-11-12 02:00:00,659
TANG-BODE-001,2025-11-12 03:00:00,744
TANG-BODE-001,2025-11-12 04:00:00,1300
TANG-BODE-001,2025-11-12 05:00:00,1399
TANG-BODE-001,2025-11-12 06:00:00,5177
TANG-BODE-001,2025-11-12 07:00:00,9751
TANG-BODE-001,2025-11-12 08:00:00,9870
TANG-BODE-001,2025-11-12 09:00:00,9332
TANG-BODE-001,2025-11-12 10:00:00,7297
TANG-BODE-001,2025-11-12 11:00:00,6238
TANG-BODE-001,2025-11-12 12:00:00,5239
TANG-BODE-001,2025-11-12 13:00:00,5126
TANG-BODE-001,2025-11-12 14:00:00,5826
TANG-BODE-001,2025-11-12 15:00:00,6797
TANG-BODE-001,2025-11-12 16:00:00,7730
TANG-BODE-001,2025-11-12 17:00:00,10392
TANG-BODE-001,2025-11-12 18:00:00,9208
TANG-BODE-001,2025-11-12 19:00:00,7861
TANG-BODE-001,2025-11-12 20:00:00,6045
TANG-BODE-001,2025-11-12 21:00:00,4056
TANG-BODE-001,2025-11-12 22:00:00,2124
TANG-BODE-001,2025-11-12 23:00:00,1049
TANG-BODE-001,2025-11-13 00:00:00,749
TANG-BODE-001,2025-11-13 01:00:00,696
TANG-BODE-001,2025-11-13 02:00:00,758
TANG-BODE-001,2025-11-13 03:00:00,856
TANG-BODE-001,2025-11-13 04:00:00,1322
TANG-BODE-001,2025-11-13 05:00:00,1547
TANG-BODE-001,2025-11-13 06:00:00,5485
TANG-BODE-001,2025-11-13 07:00:00,9397
TANG-BODE-001,2025-11-13 08:00:00,10673
TANG-BODE-001,2025-11-13 09:00:00,9050
TANG-BODE-001,2025-11-13 10:00:00,6893
TANG-BODE-001,2025-11-13 11:00:00,5879
TANG-BODE-001,2025-11-13 12:00:00,5026
TANG-BODE-001,2025-11-13 13:00:00,4947
TANG-BODE-001,2025-11-13 14:00:00,5682
TANG-BODE-001,2025-11-13 15:00:00,6847
TANG-BODE-001,2025-11-13 16:00:00,8808
TANG-BODE-001,2025-11-13 17:00:00,9319
TANG-BODE-001,2025-11-13 18:00:00,9658
TANG-BODE-001,2025-11-13 19:00:00,7485
TANG-BODE-001,2025-11-13 20:00:00,5972
TANG-BODE-001,2025-11-13 21:00:00,4609
TANG-BODE-001,2025-11-13 22:00:00,2067
TANG-BODE-001,2025-11-13 23:00:00,1226
TANG-BODE-001,2025-11-14 00:00:00,862
TANG-BODE-001,2025-11-14 01:00:00,721
TANG-BODE-001,2025-11-14 02:00:00,697
TANG-BODE-001,2025-11-14 03:00:00,859
TANG-BODE-001,2025-11-14 04:00:00,1376
TANG-BODE-001,2025-11-14 05:00:00,1474
TANG-BODE-001,2025-11-14 06:00:00,5320
TANG-BODE-001,2025-11-14 07:00:00,9899
TANG-BODE-001,2025-11-14 08:00:00,10938
TANG-BODE-001,2025-11-14 09:00:00,9051
TANG-BODE-001,2025-11-14 10:00:00,6792
TANG-BODE-001,2025-11-14 11:00:00,6661
TANG-BODE-001,2025-11-14 12:00:00,5551
TANG-BODE-001,2025-11-14 13:00:00,5725
TANG-BODE-001,2025-11-14 14:00:00,6099
TANG-BODE-001,2025-11-14 15:00:00,6654
TANG-BODE-001,2025-11-14 16:00:00,8369
TANG-BODE-001,2025-11-14 17:00:00,11655
TANG-BODE-001,2025-11-14 18:00:00,10896
TANG-BODE-001,2025-11-14 19:00:00,8232
TANG-BODE-001,2025-11-14 20:00:00,6019
TANG-BODE-001,2025-11-14 21:00:00,5078
TANG-BODE-001,2025-11-14 22:00:00,2264
TANG-BODE-001,2025-11-14 23:00:00,1216
TANG-BODE-001,2025-11-15 00:00:00,802
TANG-BODE-001,2025-11-15 01:00:00,682
TANG-BODE-001,2025-11-15 02:00:00,636
TANG-BODE-001,2025-11-15 03:00:00,726
TANG-BODE-001,2025-11-15 04:00:00,1055
TANG-BODE-001,2025-11-15 05:00:00,1249
TANG-BODE-001,2025-11-15 06:00:00,4556
TANG-BODE-001,2025-11-15 07:00:00,8547
TANG-BODE-001,2025-11-15 08:00:00,10160
TANG-BODE-001,2025-11-15 09:00:00,8850
TANG-BODE-001,2025-11-15 10:00:00,6306
TANG-BODE-001,2025-11-15 11:00:00,5739
TANG-BODE-001,2025-11-15 12:00:00,4962
TANG-BODE-001,2025-11-15 13:00:00,4736
TANG-BODE-001,2025-11-15 14:00:00,5414
TANG-BODE-001,2025-11-15 15:00:00,6247
TANG-BODE-001,2025-11-15 16:00:00,7212
TANG-BODE-001,2025-11-15 17:00:00,9968
TANG-BODE-001,2025-11-15 18:00:00,8104
TANG-BODE-001,2025-11-15 19:00:00,7365
TANG-BODE-001,2025-11-15 20:00:00,6189
TANG-BODE-001,2025-11-15 21:00:00,4341
TANG-BODE-001,2025-11-15 22:00:00,2326
TANG-BODE-001,2025-11-15 23:00:00,1077
TANG-BODE-001,2025-11-16 00:00:00,815
TANG-BODE-001,2025-11-16 01:00:00,654
TANG-BODE-001,2025-11-16 02:00:00,650
TANG-BODE-001,2025-11-16 03:00:00,751
TANG-BODE-001,2025-11-16 04:00:00,1212
TANG-BODE-001,2025-11-16 05:00:00,1246
TANG-BODE-001,2025-11-16 06:00:00,4779
TANG-BODE-001,2025-11-16 07:00:00,9091
TANG-BODE-001,2025-11-16 08:00:00,9126
TANG-BODE-001,2025-11-16 09:00:00,8002
TANG-BODE-001,2025-11-16 10:00:00,6744
TANG-BODE-001,2025-11-16 11:00:00,5413
TANG-BODE-001,2025-11-16 12:00:00,5270
TANG-BODE-001,2025-11-16 13:00:00,4208
TANG-BODE-001,2025-11-16 14:00:00,5147
TANG-BODE-001,2025-11-16 15:00:00,5203
TANG-BODE-001,2025-11-16 16:00:00,6574
TANG-BODE-001,2025-11-16 17:00:00,9944
TANG-BODE-001,2025-11-16 18:00:00,8994
TANG-BODE-001,2025-11-16 19:00:00,6910
TANG-BODE-001,2025-11-16 20:00:00,4779
TANG-BODE-001,2025-11-16 21:00:00,3455
TANG-BODE-001,2025-11-16 22:00:00,2032
TANG-BODE-001,2025-11-16 23:00:00,1203
TANG-BODE-001,2025-11-17 00:00:00,911
TANG-BODE-001,2025-11-17 01:00:00,715
TANG-BODE-001,2025-11-17 02:00:00,760
TANG-BODE-001,2025-11-17 03:00:00,805
TANG-BODE-001,2025-11-17 04:00:00,1308
TANG-BODE-001,2025-11-17 05:00:00,1488
TANG-BODE-001,2025-11-17 06:00:00,5152
TANG-BODE-001,2025-11-17 07:00:00,10074
TANG-BODE-001,2025-11-17 08:00:00,10269
TANG-BODE-001,2025-11-17 09:00:00,9541
TANG-BODE-001,2025-11-17 10:00:00,7092
TANG-BODE-001,2025-11-17 11:00:00,6549
TANG-BODE-001,2025-11-17 12:00:00,6172
TANG-BODE-001,2025-11-17 13:00:00,5016
TANG-BODE-001,2025-11-17 14:00:00,5603
TANG-BODE-001,2025-11-17 15:00:00,7192
TANG-BODE-001,2025-11-17 16:00:00,8044
TANG-BODE-001,2025-11-17 17:00:00,11229
TANG-BODE-001,2025-11-17 18:00:00,9362
TANG-BODE-001,2025-11-17 19:00:00,8848
TANG-BODE-001,2025-11-17 20:00:00,5965
TANG-BODE-001,2025-11-17 21:00:00,4808
TANG-BODE-001,2025-11-17 22:00:00,2590
TANG-BODE-001,2025-11-17 23:00:00,1158
TANG-BODE-001,2025-11-18 00:00:00,845
TANG-BODE-001,2025-11-18 01:00:00,726
TANG-BODE-001,2025-11-18 02:00:00,767
TANG-BODE-001,2025-11-18 03:00:00,812
TANG-BODE-001,2025-11-18 04:00:00,1395
TANG-BODE-001,2025-11-18 05:00:00,1445
TANG-BODE-001,2025-11-18 06:00:00,5585
TANG-BODE-001,2025-11-18 07:00:00,8310
TANG-BODE-001,2025-11-18 08:00:00,9673
TANG-BODE-001,2025-11-18 09:00:00,8320
TANG-BODE-001,2025-11-18 10:00:00,7095
TANG-BODE-001,2025-11-18 11:00:00,6364
TANG-BODE-001,2025-11-18 12:00:00,5612
TANG-BODE-001,2025-11-18 13:00:00,5293
TANG-BODE-001,2025-11-18 14:00:00,5915
TANG-BODE-001,2025-11-18 15:00:00,6800
TANG-BODE-001,2025-11-18 16:00:00,7714
TANG-BODE-001,2025-11-18 17:00:00,10894
TANG-BODE-001,2025-11-18 18:00:00,10090
TANG-BODE-001,2025-11-18 19:00:00,8401
TANG-BODE-001,2025-11-18 20:00:00,6171
TANG-BODE-001,2025-11-18 21:00:00,4863
TANG-BODE-001,2025-11-18 22:00:00,2680
TANG-BODE-001,2025-11-18 23:00:00,1188
TANG-BODE-001,2025-11-19 00:00:00,860
TANG-BODE-001,2025-11-19 01:00:00,697
TANG-BODE-001,2025-11-19 02:00:00,685
TANG-BODE-001,2025-11-19 03:00:00,811
TANG-BODE-001,2025-11-19 04:00:00,1245
TANG-BODE-001,2025-11-19 05:00:00,1455
TANG-BODE-001,2025-11-19 06:00:00,5216
TANG-BODE-001,2025-11-19 07:00:00,9525
TANG-BODE-001,2025-11-19 08:00:00,9478
TANG-BODE-001,2025-11-19 09:00:00,9547
TANG-BODE-001,2025-11-19 10:00:00,7629
TANG-BODE-001,2025-11-19 11:00:00,6077
TANG-BODE-001,2025-11-19 12:00:00,5334
TANG-BODE-001,2025-11-19 13:00:00,5432
TANG-BODE-001,2025-11-19 14:00:00,5910
TANG-BODE-001,2025-11-19 15:00:00,6003
TANG-BODE-001,2025-11-19 16:00:00,8002
TANG-BODE-001,2025-11-19 17:00:00,10387
TANG-BODE-001,2025-11-19 18:00:00,8983
TANG-BODE-001,2025-11-19 19:00:00,8126
TANG-BODE-001,2025-11-19 20:00:00,5334
TANG-BODE-001,2025-11-19 21:00:00,5050
TANG-BODE-001,2025-11-19 22:00:00,2513
TANG-BODE-001,2025-11-19 23:00:00,1151
TANG-BODE-001,2025-11-20 00:00:00,891
TANG-BODE-001,2025-11-20 01:00:00,622
TANG-BODE-001,2025-11-20 02:00:00,676
TANG-BODE-001,2025-11-20 03:00:00,857
TANG-BODE-001,2025-11-20 04:00:00,1224
TANG-BODE-001,2025-11-20 05:00:00,1516
TANG-BODE-001,2025-11-20 06:00:00,5696
TANG-BODE-001,2025-11-20 07:00:00,8780
TANG-BODE-001,2025-11-20 08:00:00,9386
TANG-BODE-001,2025-11-20 09:00:00,9138
TANG-BODE-001,2025-11-20 10:00:00,7969
TANG-BODE-001,2025-11-20 11:00:00,5656
TANG-BODE-001,2025-11-20 12:00:00,5605
TANG-BODE-001,2025-11-20 13:00:00,5803
TANG-BODE-001,2025-11-20 14:00:00,5237
TANG-BODE-001,2025-11-20 15:00:00,6037
TANG-BODE-001,2025-11-20 16:00:00,7790
TANG-BODE-001,2025-11-20 17:00:00,9855
TANG-BODE-001,2025-11-20 18:00:00,9907
TANG-BODE-001,2025-11-20 19:00:00,8109
TANG-BODE-001,2025-11-20 20:00:00,5194
TANG-BODE-001,2025-11-20 21:00:00,4794
TANG-BODE-001,2025-11-20 22:00:00,2245
TANG-BODE-001,2025-11-20 23:00:00,1252
TANG-BODE-001,2025-11-21 00:00:00,869
TANG-BODE-001,2025-11-21 01:00:00,724
TANG-BODE-001,2025-11-21 02:00:00,777
TANG-BODE-001,2025-11-21 03:00:00,945
TANG-BODE-001,2025-11-21 04:00:00,1392
TANG-BODE-001,2025-11-21 05:00:00,1354
TANG-BODE-001,2025-11-21 06:00:00,5440
TANG-BODE-001,2025-11-21 07:00:00,9180
TANG-BODE-001,2025-11-21 08:00:00,10384
TANG-BODE-001,2025-11-21 09:00:00,8538
TANG-BODE-001,2025-11-21 10:00:00,7731
TANG-BODE-001,2025-11-21 11:00:00,6018
TANG-BODE-001,2025-11-21 12:00:00,5282
TANG-BODE-001,2025-11-21 13:00:00,5653
TANG-BODE-001,2025-11-21 14:00:00,6110
TANG-BODE-001,2025-11-21 15:00:00,6526
TANG-BODE-001,2025-11-21 16:00:00,9003
TANG-BODE-001,2025-11-21 17:00:00,10262
TANG-BODE-001,2025-11-21 18:00:00,9807
TANG-BODE-001,2025-11-21 19:00:00,8415
TANG-BODE-001,2025-11-21 20:00:00,5799
TANG-BODE-001,2025-11-21 21:00:00,4955
TANG-BODE-001,2025-11-21 22:00:00,2332
TANG-BODE-001,2025-11-21 23:00:00,1175
TANG-BODE-001,2025-11-22 00:00:00,840
TANG-BODE-001,2025-11-22 01:00:00,607
TANG-BODE-001,2025-11-22 02:00:00,553
TANG-BODE-001,2025-11-22 03:00:00,851
TANG-BODE-001,2025-11-22 04:00:00,1343
TANG-BODE-001,2025-11-22 05:00:00,1262
TANG-BODE-001,2025-11-22 06:00:00,4002
TANG-BODE-001,2025-11-22 07:00:00,8253
TANG-BODE-001,2025-11-22 08:00:00,8647
TANG-BODE-001,2025-11-22 09:00:00,7931
TANG-BODE-001,2025-11-22 10:00:00,6037
TANG-BODE-001,2025-11-22 11:00:00,5623
TANG-BODE-001,2025-11-22 12:00:00,5071
TANG-BODE-001,2025-11-22 13:00:00,4240
TANG-BODE-001,2025-11-22 14:00:00,5393
TANG-BODE-001,2025-11-22 15:00:00,6539
TANG-BODE-001,2025-11-22 16:00:00,7190
TANG-BODE-001,2025-11-22 17:00:00,8874
TANG-BODE-001,2025-11-22 18:00:00,8338
TANG-BODE-001,2025-11-22 19:00:00,7379
TANG-BODE-001,2025-11-22 20:00:00,4638
TANG-BODE-001,2025-11-22 21:00:00,4181
TANG-BODE-001,2025-11-22 22:00:00,2022
TANG-BODE-001,2025-11-22 23:00:00,1150
TANG-BODE-001,2025-11-23 00:00:00,761
TANG-BODE-001,2025-11-23 01:00:00,705
TANG-BODE-001,2025-11-23 02:00:00,599
TANG-BODE-001,2025-11-23 03:00:00,796
TANG-BODE-001,2025-11-23 04:00:00,1176
TANG-BODE-001,2025-11-23 05:00:00,1216
TANG-BODE-001,2025-11-23 06:00:00,4536
TANG-BODE-001,2025-11-23 07:00:00,8942
TANG-BODE-001,2025-11-23 08:00:00,8551
TANG-BODE-001,2025-11-23 09:00:00,7144
TANG-BODE-001,2025-11-23 10:00:00,6405
TANG-BODE-001,2025-11-23 11:00:00,5094
TANG-BODE-001,2025-11-23 12:00:00,4773
